,qID,sentence,option1,option2,answer,slot_question,slot_answer,pred_answer
102,3ZQX1VYFTFJOW0ZU0H2CTLYMTQ9O8X-2,They brought the cornhole supplies to the camp site so they could play while adults cooked dinner.  The boys really enjoyed the _ after the game.,cornhole,dinner,2,"They brought the () supplies to the camp site so they could play while adults cooked dinner.  The boys really enjoyed the _ after the game.
option1: ()
option2: dinner",cornhole,sports
103,3NOEP8XAU40H2CDW3RFJ6MWW0MWPXQ-1,The game of chess was easy to play for Angela but not Rebecca because _ had a analytical mind.,Angela,Rebecca,1,"The game of chess was easy to play for Angela but not () because _ had a analytical mind.
option1: Angela
option2: ()",Rebecca,Me
104,3NOEP8XAU40H2CDW3RFJ6MWW0MWPXQ-2,The game of chess was easy to play for Angela but not Rebecca because  _ did not have an analytical mind.,Angela,Rebecca,2,"The game of chess was easy to play for () but not Rebecca because  _ did not have an analytical mind.
option1: ()
option2: Rebecca",Angela,"The game of chess was easy to play for (), but not Rebecca because _ did not have an analytical mind.
Option 1: ()
Option 2: Rebecca
Answer: Rebecca"
105,3GV1I4SEO9NESCE2ACDMPSAS3TH6LB-1,"To pay for dinner, he used the credit card rather than cash. The _ was not available.",cash,card,1,"To pay for dinner, he used the credit () rather than cash. The _ was not available.
option1: cash
option2: ()",card,credit
106,3YD0MU1NC2ZG0T13WVTOMSUDZC97AZ-1,"The plan devised by Christine to get Kayla to like them failed, as _ did not really try it.",Christine,Kayla,1,"The plan devised by Christine to get () to like them failed, as _ did not really try it.
option1: Christine
option2: ()",Kayla,"The plan devised by Christine to get Timothy to like them failed, as Timothy did not really try it."
107,3T5ZXGO9DG2618DXOKUTVAQQ7PIQZA-1,"Since the diabetic woman had to limit her sugar intake, she ignored the pie and had a cookie instead because the _ was full of sugar.",pie,cookie,1,"Since the diabetic woman had to limit her sugar intake, she ignored the pie and had a () instead because the _ was full of sugar.
option1: pie
option2: ()",cookie,brownie
108,3GMLHYZ0LGBYOBA997CFR4ED4V6UY8-2,"The doctor offered to treat the patient's illness quickly with surgery or slowly with diet, and the patient refused the _ because he felt it was dangerous.",diet,surgery,2,"The doctor offered to treat the patient's illness quickly with surgery or slowly with (), and the patient refused the _ because he felt it was dangerous.
option1: ()
option2: surgery",diet,medication
109,3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-1,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the coach.,Rachel,Megan,1,"Throughout the practice Rachel pushed the limits of () to get ready for the game because _ was the coach.
option1: Rachel
option2: ()",Megan,the athlete
110,3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-2,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the athlete.,Rachel,Megan,2,"Throughout the practice () pushed the limits of Megan to get ready for the game because _ was the athlete.
option1: ()
option2: Megan",Rachel,Coach
111,3IYI9285WSYXD3Z3HIECVDPAVRFCJ1-2,"Sarah was quickly promoted to manager over Kayla, because _ excelled at angering other people.",Sarah,Kayla,2,"() was quickly promoted to manager over Kayla, because _ excelled at angering other people.
option1: ()
option2: Kayla",Sarah,Ian
112,3H6W48L9F63H717DDKVXW16YLZBPWR-2,"Brett was browsing the internet while he found the information unlike Randy, _ prefers using books.",Brett,Randy,2,"() was browsing the internet while he found the information unlike Randy, _ prefers using books.
option1: ()
option2: Randy",Brett,Ian
113,3R868ACW4UQFOJJJLOPH1WMN05MGZL-1,Dennis knows that Jeffrey is an animal lover and _ knows he wants to go to the zoo to see them.,Dennis,Jeffrey,1,"Dennis knows that () is an animal lover and _ knows he wants to go to the zoo to see them.
option1: Dennis
option2: ()",Jeffrey,Ian
114,3Z8UJEJOCZBKURQB2DCYDG7DTAQ937-2,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very healthy diet.",Betty,Elena,2,"() drank chocolate shakes while Elena drank carrot juice, and _ had a very healthy diet.
option1: ()
option2: Elena",Betty,Ian
115,3Z8UJEJOCZBKURQB2DCYDG7DTAQ937-1,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very unhealthy diet.",Betty,Elena,1,"Betty drank chocolate shakes while () drank carrot juice, and _ had a very unhealthy diet.
option1: Betty
option2: ()",Elena,Irene
116,3T6EIBTM9N2DDKY8NWH8OHKBTS9AAF-2,"Carrie posted their sofa for sale on Craigslist, and had received an offer they had to decline because the _ is valuable.",offer,sofa,2,"Carrie posted their sofa for sale on Craigslist, and had received an () they had to decline because the _ is valuable.
option1: ()
option2: sofa",offer,offer
117,3MVY4USGB81WJY30GKVCQF21UCUSIM-2,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too small.",leaves,books,2,"I picked up some () to put in the books and dry, but they didn't fit because the _ were too small.
option1: ()
option2: books",leaves,shims
118,3MVY4USGB81WJY30GKVCQF21UCUSIM-1,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too massive.",leaves,books,1,"I picked up some leaves to put in the () and dry, but they didn't fit because the _ were too massive.
option1: leaves
option2: ()",books,branches
119,32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,The president had their speech at the auditorium rather than the park because the _ was bigger.,auditorium,park,1,"The president had their speech at the auditorium rather than the () because the _ was bigger.
option1: auditorium
option2: ()",park,stadium
120,32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,The president had their speech at the auditorium rather than the park because the _ was smaller.,auditorium,park,2,"The president had their speech at the () rather than the park because the _ was smaller.
option1: ()
option2: park",auditorium,hall
121,3O4VWC1GEW49033KOP3B2ALGKYEJ3L-1,"When Steven found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and _ then became angry.",Steven,Robert,1,"When Steven found that their T-shirt had shrunk in the laundry, ()'s first reaction was to laugh, and _ then became angry.
option1: Steven
option2: ()",Robert,Steven
122,3O4VWC1GEW49033KOP3B2ALGKYEJ3L-2,"When Steven found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and _ became apologetic.",Steven,Robert,2,"When () found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and _ became apologetic.
option1: ()
option2: Robert",Steven,They
123,3PMR2DOWOQF15P6AJZG033IQBDA54D-1,She counted her calories for her diet and found she needed more so she ate a brownie instead of an apple since the _ has fewer.,apple,brownie,1,"She counted her calories for her diet and found she needed more so she ate a () instead of an apple since the _ has fewer.
option1: apple
option2: ()",brownie,banana
124,32L724R85LIKCHO145FI3C9HHQPPIQ-2,Felicia liked wearing glasses more than braces because she could take the _ off after two years.,glasses,braces,2,"Felicia liked wearing () more than braces because she could take the _ off after two years.
option1: ()
option2: braces",glasses,Invisalign
125,32L724R85LIKCHO145FI3C9HHQPPIQ-1,Felicia liked wearing glasses more than braces because she could take the _ off every day.,glasses,braces,1,"Felicia liked wearing glasses more than () because she could take the _ off every day.
option1: glasses
option2: ()",braces,contacts
126,3XBXDSS88AX65GX5VXYCH3BKO0LLX2-2,Randy's hair is dry when compared to Ian's due to _ using a strong conditioner.,Randy,Ian,2,"()'s hair is dry when compared to Ian's due to _ using a strong conditioner.
option1: ()
option2: Ian",Randy,Dennis
127,3YOAVL4CA0FKIERS6PBG091CMC5Z4Q-2,"Adam was a crook and not a law-abiding citizen like Joseph, so it was surprising that _ was the one with a restraining order against him.",Adam,Joseph,2,"() was a crook and not a law-abiding citizen like Joseph, so it was surprising that _ was the one with a restraining order against him.
option1: ()
option2: Joseph",Adam,Ian
128,3YOAVL4CA0FKIERS6PBG091CMC5Z4Q-1,"Adam was law-abiding and not a crook like Joseph, so it was surprising that _ was the one with a restraining order against him.",Adam,Joseph,1,"Adam was law-abiding and not a crook like (), so it was surprising that _ was the one with a restraining order against him.
option1: Adam
option2: ()",Joseph,"a crook like (Adam)
Adam"
129,39KV3A5D1ALZUEM4XTRFZQCSGXL7SA-2,The wages at the factory were lower than the wages at the plant since it was more safe to work at the _ .,plant,factory,2,"The wages at the factory were lower than the wages at the () since it was more safe to work at the _ .
option1: ()
option2: factory",plant,other factory
130,391FPZIE4CKX8RLDF9WRD6V1KFXUHU-2,The health of Joel was stronger than that of William due to _ being a cigar smoker.,Joel,William,2,"The health of () was stronger than that of William due to _ being a cigar smoker.
option1: ()
option2: William",Joel,The health of (Ian) was stronger than that of William due to (Ian) being a cigar smoker.
131,3IV1AEQ4DRBV109Q06Y7TRTR0EIJ8D-2,It was easy for Amy but not Rachel to create a meal because _ had taken woodshop in school.,Amy,Rachel,2,"It was easy for () but not Rachel to create a meal because _ had taken woodshop in school.
option1: ()
option2: Rachel",Amy,Ian
132,31J7RYECZN4YFFCCO4D5MU7KLFR1L3-2,"Ann's babies were crying, and she could give them a bottle or a rattle.  She tried the _ first in case they were bored.",bottle,rattle,2,"Ann's babies were crying, and she could give them a () or a rattle.  She tried the _ first in case they were bored.
option1: ()
option2: rattle",bottle,pacifier
133,3CMIQF80GNOPJ9UF2HLI6E9M8GV6QK-2,Rebecca thought Disney movies were the best thing to watch but Samantha like horror movies better. _ rented Saw from Redbox.,Rebecca,Samantha,2,"() thought Disney movies were the best thing to watch but Samantha like horror movies better. _ rented Saw from Redbox.
option1: ()
option2: Samantha",Rebecca,Ian
134,3G9UA71JVX86VB3EAZI17PL4I8AJ7S-2,"The house of Aaron took some damage from the storm but not Michael's house, because _ lived farther away.",Aaron,Michael,2,"The house of () took some damage from the storm but not Michael's house, because _ lived farther away.
option1: ()
option2: Michael",Aaron,"The house of (Samantha) took some damage from the storm but not Michael's house, because (he) lived farther away."
135,359AP8GAGIYJNXX8071FKL89SOF7CG-1,"Jennifer dragged Felicia along to a self help workshop about how to succeed, because _ wanted some company.",Jennifer,Felicia,1,"Jennifer dragged () along to a self help workshop about how to succeed, because _ wanted some company.
option1: Jennifer
option2: ()",Felicia,"Jennifer dragged () along to a self help workshop about how to succeed, because she wanted some company."
136,3RSBJ6YZEE4XBF9H8V8I3DF8GH4OF6-2,Mary can read the clock in the room at night without the light even though the _ is dark.,clock,room,2,"Mary can read the () in the room at night without the light even though the _ is dark.
option1: ()
option2: room",clock,Mary can read the words in the room at night without the light even though the room is dark.
137,3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-2,"Logan reads a lot, while Donald almost never picks up a book because _ is a plumber.",Logan,Donald,2,"() reads a lot, while Donald almost never picks up a book because _ is a plumber.
option1: ()
option2: Donald",Logan,Ian
138,3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-1,"Logan reads a lot, while Donald almost never picks up a book because _ is a student.",Logan,Donald,1,"Logan reads a lot, while () almost never picks up a book because _ is a student.
option1: Logan
option2: ()",Donald,"Logan
Liam"
139,35A1YQPVFGUVDW5P4OI4X4S8EL25IV-2,Kyle wanted to crush Ryan 's dreams of becoming a movie actor. _ was a threat to him.,Kyle,Ryan,2,"() wanted to crush Ryan 's dreams of becoming a movie actor. _ was a threat to him.
option1: ()
option2: Ryan",Kyle,Someone
140,3UDTAB6HH6XODZREJQUFBI96QVI90I-1,"The wind during the last hurricane tried to knock over their new house, but the _ was too strong.",house,wind,1,"The () during the last hurricane tried to knock over their new house, but the _ was too strong.
option1: house
option2: ()",wind,wind
141,302OLP89D1L16ZV67ADZUCAZTUJCA6-2,Betty made the choice to reduce Samantha's salary after _ started cutting back on efficiency.,Betty,Samantha,2,"() made the choice to reduce Samantha's salary after _ started cutting back on efficiency.
option1: ()
option2: Samantha",Betty,"The missing word in option1 is ""Management""."
142,30ZKOOGW2W42P7M17FCFLI3017I1A8-2,"During the rescue mission, Maria pulled Rebecca away from the minefield since _ was a civilian.",Maria,Rebecca,2,"During the rescue mission, () pulled Rebecca away from the minefield since _ was a civilian.
option1: ()
option2: Rebecca",Maria,someone
143,3TZDZ3Y0JS4OKOCWF9YFPNSGVQF19A-2,The jewelry sold for less than the baseball card did since the _ was very common.,card,jewelry,2,"The jewelry sold for less than the baseball () did since the _ was very common.
option1: ()
option2: jewelry",card,baseball
144,3X2YVV51PWIEQ9OBSIK7V5OZHGV1WG-1,"Laura brought extensions to Monica at the salon, so that _ could get their dreads treated professionally.",Laura,Monica,1,"Laura brought extensions to () at the salon, so that _ could get their dreads treated professionally.
option1: Laura
option2: ()",Monica,the customer
145,3X2YVV51PWIEQ9OBSIK7V5OZHGV1WG-2,"Laura brought extensions to Monica at the salon, so that _ could treat their dreads professionally.",Laura,Monica,2,"() brought extensions to Monica at the salon, so that _ could treat their dreads professionally.
option1: ()
option2: Monica",Laura,Darnell
146,3ZQA3IO31BPRRBG2HYHXMDN5QMB1OS-2,The installation process was simpler for the cable over the internet because the man had never installed the _ previously.,cable,internet,2,"The installation process was simpler for the () over the internet because the man had never installed the _ previously.
option1: ()
option2: internet",cable,user
